Name,Sex,Age,Height,Weight,Team,Year,City,Sport,Event,Medal
Barakat Mubarak Al-Harthi,M,24.0,173.0,67.0,Oman,2012,London,Athletics,Athletics Men's 100 metres,
Ibrahim Al-Hasan,M,25.0,179.0,73.0,Kuwait,2012,London,Table Tennis,Table Tennis Men's Singles,
Ahmed bin Saalim Al-Hatmi,M,27.0,170.0,70.0,Oman,2012,London,Shooting,Shooting Men's Double Trap,
Abdullah Abdulaziz Al-Joud,M,37.0,178.0,60.0,Saudi Arabia,2012,London,Athletics,"Athletics Men's 5,000 metres",
Hamdan Ismail Muhammad Al-Kamali,M,23.0,183.0,74.0,United Arab Emirates,2012,London,Football,Football Men's Football,
Tameem Mohammed Ahmed Al-Kubati,M,23.0,168.0,58.0,Yemen,2012,London,Taekwondo,Taekwondo Men's Flyweight,
Juma bin Dalmouk bin Juma bin Maktoum Al-Maktoum,M,27.0,166.0,68.0,United Arab Emirates,2012,London,Shooting,Shooting Men's Double Trap,
Saeed bin Hasher Al-Maktoum,M,35.0,176.0,88.0,United Arab Emirates,2012,London,Shooting,Shooting Men's Skeet,
Noor Hussain Al-Malki,F,17.0,155.0,43.0,Qatar,2012,London,Athletics,Athletics Women's 100 metres,
Rand Saad Mahmood Al-Mashhadani,F,17.0,160.0,50.0,Iraq,2012,London,Archery,Archery Women's Individual,
Mhasin Al-Noor Fadlalla,F,18.0,158.0,40.0,Sudan,2012,London,Swimming,Swimming Women's 50 metres Freestyle,
Moukheld Mahil F. Al-Outaibi,M,36.0,163.0,60.0,Saudi Arabia,2012,London,Athletics,"Athletics Men's 5,000 metres",
Moukheld Mahil F. Al-Outaibi,M,36.0,163.0,60.0,Saudi Arabia,2012,London,Athletics,"Athletics Men's 10,000 metres",
Abbas Al-Qaisoum,M,31.0,173.0,94.0,Saudi Arabia,2012,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,
Samira Al-Raf,F,38.0,156.0,49.0,Morocco,2012,London,Athletics,Athletics Women's Marathon,
Abdullah Al-Rashidi,M,48.0,183.0,83.0,Kuwait,2012,London,Shooting,Shooting Men's Skeet,
Talal Al-Rashidi,M,19.0,176.0,70.0,Kuwait,2012,London,Shooting,Shooting Men's Trap,
Abouhalima Muhammad Al-Sa'id Abdallah Abouhalima,M,18.0,153.0,55.0,Egypt,2012,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
Omar Al-Sabahi Muhammad Muhammad Emira,M,35.0,174.0,73.0,Egypt,2012,London,Rowing,Rowing Men's Lightweight Double Sculls,
Prince Abdullah Bin Moteb Al-Saud,M,27.0,178.0,69.0,Saudi Arabia,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Prince Abdullah Bin Moteb Al-Saud,M,27.0,178.0,69.0,Saudi Arabia,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Fawaz Al-Shammari,M,35.0,182.0,76.0,Kuwait,2012,London,Athletics,Athletics Men's 110 metres Hurdles,
Hicham Al-Siguni,M,19.0,172.0,61.0,Morocco,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Majed Al-Tamimi,M,40.0,,,Saudi Arabia,2012,London,Shooting,Shooting Men's Skeet,
Ali Mohamed Gharib Al-Zinkawi,M,28.0,195.0,102.5,Kuwait,2012,London,Athletics,Athletics Men's Hammer Throw,
Tapani Jarkko Ala-Huikku,M,32.0,164.0,60.0,Finland,2012,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
Ayman Alaa El-Din Mohamed Fayez,M,21.0,181.0,72.0,Egypt,2012,London,Fencing,"Fencing Men's epee, Individual",
Mahmoud Alaa El-Din Mahmoud Alian,M,21.0,189.0,84.0,Egypt,2012,London,Football,Football Men's Football,
Marina Alabau Neira,F,26.0,164.0,55.0,Spain,2012,London,Sailing,Sailing Women's Windsurfer,Gold
"Danielle Remilekun B. ""Danni"" Alakija",F,16.0,182.0,71.0,Fiji,2012,London,Athletics,Athletics Women's 400 metres,
Salima El Ouali Al-Alami,F,28.0,179.0,58.0,Morocco,2012,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",
Noshad Alamian Darounkolaei,M,20.0,170.0,67.0,Iran,2012,London,Table Tennis,Table Tennis Men's Singles,
Yenew Alamirew Getahun,M,22.0,178.0,57.0,Ethiopia,2012,London,Athletics,"Athletics Men's 5,000 metres",
Janice Alatoa,F,23.0,166.0,55.0,Vanuatu,2012,London,Athletics,Athletics Women's 100 metres,
Jordi Alba Ramos,M,23.0,170.0,66.0,Spain,2012,London,Football,Football Men's Football,
Michael Albasini,M,31.0,172.0,67.0,Switzerland,2012,London,Cycling,"Cycling Men's Road Race, Individual",
Michael Albasini,M,31.0,172.0,67.0,Switzerland,2012,London,Cycling,Cycling Men's Individual Time Trial,
Ruslan Vladimirovich Albegov,M,24.0,192.0,156.0,Russia,2012,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
Il Alben,F,26.0,172.0,62.0,Turkey,2012,London,Basketball,Basketball Women's Basketball,
Samantha Albert (Majendie-),F,41.0,165.0,59.0,Jamaica,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
Nely Carla Alberto Francisca,F,29.0,179.0,90.0,Spain,2012,London,Handball,Handball Women's Handball,Bronze
Emiliano Albn Antognazza,M,23.0,176.0,75.0,Uruguay,2012,London,Football,Football Men's Football,
Nicoleta Albu,F,23.0,183.0,76.0,Romania,2012,London,Rowing,Rowing Women's Coxed Eights,
Dailenys Alcntara Pacheco,F,20.0,163.0,56.0,Cuba,2012,London,Athletics,Athletics Women's Triple Jump,
Arnold Alcolea Nez,M,29.0,,,Cuba,2012,London,Cycling,"Cycling Men's Road Race, Individual",
Kyle Scott Alcorn,M,27.0,185.0,82.0,United States,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Yamil Aldama Pozo (-Dodds),F,39.0,173.0,62.0,Great Britain,2012,London,Athletics,Athletics Women's Triple Jump,
Andrea Dennise Aldana Bennett,F,23.0,172.0,68.0,Guatemala,2012,London,Sailing,Sailing Women's One Person Dinghy,
Ibrahim Erikovych Aldatov,M,28.0,174.0,74.0,Ukraine,2012,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
David Alegre Biosca,M,27.0,184.0,75.0,Spain,2012,London,Hockey,Hockey Men's Hockey,
Ramn Alegre Biosca,M,31.0,171.0,71.0,Spain,2012,London,Hockey,Hockey Men's Hockey,
Jannet Alegria Pea,F,24.0,154.0,49.0,Mexico,2012,London,Taekwondo,Taekwondo Women's Flyweight,
Jo Qesem Ayela Aleh,F,26.0,171.0,58.0,New Zealand,2012,London,Sailing,Sailing Women's Two Person Dinghy,Gold
Eric Javier Alejandro,M,26.0,180.0,81.0,Puerto Rico,2012,London,Athletics,Athletics Men's 400 metres Hurdles,
Virgilijus Alekna,M,40.0,200.0,130.0,Lithuania,2012,London,Athletics,Athletics Men's Discus Throw,
Aleksandar Emilov Aleksandrov,M,27.0,164.0,51.0,Bulgaria,2012,London,Boxing,Boxing Men's Light-Flyweight,
Aleksandr Aleksandrov,M,22.0,189.0,93.0,Azerbaijan,2012,London,Rowing,Rowing Men's Single Sculls,
Dmitry Aleksandrov,M,19.0,185.0,75.0,Kyrgyzstan,2012,London,Swimming,Swimming Men's 200 metres Breaststroke,
Dmitry Sergeyevich Aleksanin,M,20.0,186.0,87.0,Kazakhstan,2012,London,Fencing,"Fencing Men's epee, Individual",
Artur Aleksanyan,M,20.0,190.0,98.0,Armenia,2012,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
Sandra Aleksejeva,F,21.0,164.0,62.0,Latvia,2012,London,Cycling,Cycling Women's BMX,
Denis Sergeyevich Alekseyev,M,24.0,185.0,76.0,Russia,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,
Yevgeny Petrovich Alekseyev,M,34.0,186.0,93.0,Kazakhstan,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",
Yevgeny Petrovich Alekseyev,M,34.0,186.0,93.0,Kazakhstan,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
Aleksandar Aleksi,M,20.0,188.0,89.0,Serbia,2012,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
Milan Aleksi,M,26.0,193.0,96.0,Serbia,2012,London,Water Polo,Water Polo Men's Water Polo,Bronze
Todor Nikolaev Aleksiev,M,29.0,200.0,96.0,Bulgaria,2012,London,Volleyball,Volleyball Men's Volleyball,
Ilya Leonidovich Aleksiyevich,M,21.0,173.0,66.0,Belarus,2012,London,Football,Football Men's Football,
Octavio Andrs Alesi Gonzlez,M,25.0,174.0,69.5,Venezuela,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Alex Sandro Lobo Silva,M,21.0,177.0,60.0,Brazil,2012,London,Football,Football Men's Football,Silver
Ayanna Alexander,F,30.0,171.0,60.0,Trinidad and Tobago,2012,London,Athletics,Athletics Women's Triple Jump,
J'maal Alexander,M,18.0,178.0,64.0,British Virgin Islands,2012,London,Athletics,Athletics Men's 100 metres,
Kineke Alicia Alexander,F,26.0,178.0,65.0,Saint Vincent and the Grenadines,2012,London,Athletics,Athletics Women's 400 metres,
Alexandra Priscila do Nascimento,F,30.0,177.0,68.0,Brazil,2012,London,Handball,Handball Women's Handball,
"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,22.0,179.0,71.0,Brazil,2012,London,Football,Football Men's Football,Silver
Alin Alexuc-Ciurariu,M,22.0,191.0,105.0,Romania,2012,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
Rafael Alfaro Ferracuti,M,20.0,185.0,80.0,El Salvador,2012,London,Swimming,Swimming Men's 400 metres Individual Medley,
Linda Camilla Algotsson,F,40.0,162.0,50.0,Sweden,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
Linda Camilla Algotsson,F,40.0,162.0,50.0,Sweden,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
Sara Anneli Algotsson Ostholt,F,37.0,163.0,56.0,Sweden,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
Sara Anneli Algotsson Ostholt,F,37.0,163.0,56.0,Sweden,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
Ahmed Ali Salem Khamis Al-Abri,M,22.0,171.0,72.0,United Arab Emirates,2012,London,Football,Football Men's Football,
Belal Mansoor Ali,M,23.0,170.0,61.0,Bahrain,2012,London,Athletics,"Athletics Men's 1,500 metres",
Kame Ali,M,28.0,185.0,84.0,Madagascar,2012,London,Athletics,Athletics Men's 110 metres Hurdles,
Lahoussine Xavier Ali,M,37.0,176.0,68.0,Morocco,2012,London,Fencing,"Fencing Men's Foil, Individual",
Annabel Laure Ali,F,27.0,176.0,75.0,Cameroon,2012,London,Wrestling,"Wrestling Women's Heavyweight, Freestyle",
Liaqat Ali,M,28.0,,,Pakistan,2012,London,Athletics,Athletics Men's 100 metres,
Zourah Mohamed Ali,F,17.0,162.0,53.0,Djibouti,2012,London,Athletics,Athletics Women's 400 metres,
Ahmed Ali Ahmed Saleh,M,32.0,179.0,78.0,Egypt,2012,London,Table Tennis,Table Tennis Men's Team,
Mirko Alilovi,M,26.0,200.0,110.0,Croatia,2012,London,Handball,Handball Men's Handball,Bronze
Elmir Eldarovich Alimzhanov,M,25.0,185.0,72.0,Kazakhstan,2012,London,Fencing,"Fencing Men's epee, Individual",
Aline Pellegrino,F,30.0,180.0,71.0,Brazil,2012,London,Football,Football Women's Football,
Aleksey Aleksandrovich Alipov,M,36.0,175.0,80.0,Russia,2012,London,Shooting,Shooting Men's Trap,
Alison Conte Cerutti,M,26.0,203.0,106.0,Brazil-1,2012,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
Triin Aljand,F,27.0,179.0,68.0,Estonia,2012,London,Swimming,Swimming Women's 50 metres Freestyle,
Triin Aljand,F,27.0,179.0,68.0,Estonia,2012,London,Swimming,Swimming Women's 100 metres Butterfly,
Jasmine Alkhaldi,F,19.0,180.0,60.0,Philippines,2012,London,Swimming,Swimming Women's 100 metres Freestyle,
Agnese Allegrini,F,30.0,162.0,57.0,Italy,2012,London,Badminton,Badminton Women's Singles,
Dominique Jayne Allen,F,22.0,188.0,85.0,Great Britain,2012,London,Basketball,Basketball Women's Basketball,
"Joseph Michael ""Joe"" Allen",M,22.0,170.0,65.0,Great Britain,2012,London,Football,Football Men's Football,
Sophie Nicole Allen,F,20.0,170.0,65.0,Great Britain,2012,London,Swimming,Swimming Women's 200 metres Individual Medley,
Ade Franci Alleyne-Forte,M,23.0,180.0,73.0,Trinidad and Tobago,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Olivia Elizabeth N. Allison-Federici,F,22.0,169.0,54.0,Great Britain,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,
Olivia Elizabeth N. Allison-Federici,F,22.0,169.0,54.0,Great Britain,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,
Andrique Allisop,M,19.0,171.0,60.0,Seychelles,2012,London,Boxing,Boxing Men's Lightweight,
Bradley Kevin Ally,M,25.0,182.0,73.0,Barbados,2012,London,Swimming,Swimming Men's 100 metres Backstroke,
Bradley Kevin Ally,M,25.0,182.0,73.0,Barbados,2012,London,Swimming,Swimming Men's 200 metres Individual Medley,
Bradley Kevin Ally,M,25.0,182.0,73.0,Barbados,2012,London,Swimming,Swimming Men's 400 metres Individual Medley,
Miguel ngel Almachi Condo,M,27.0,165.0,55.0,Ecuador,2012,London,Athletics,Athletics Men's Marathon,
Nicols Almagro Snchez,M,26.0,180.0,84.0,Spain,2012,London,Tennis,Tennis Men's Singles,
Rose Mary Almanza Blanco,F,20.0,165.0,53.0,Cuba,2012,London,Athletics,Athletics Women's 800 metres,
Carlos Fernandes Esteves de Almeida,M,23.0,182.0,79.0,Portugal,2012,London,Swimming,Swimming Men's 100 metres Breaststroke,
Joo Carlos Marques de Almeida,M,24.0,185.0,88.0,Portugal,2012,London,Athletics,Athletics Men's 110 metres Hurdles,
Kaio Mrcio Ferreira Costa de Almeida,M,27.0,177.0,75.0,Brazil,2012,London,Swimming,Swimming Men's 100 metres Butterfly,
Kaio Mrcio Ferreira Costa de Almeida,M,27.0,177.0,75.0,Brazil,2012,London,Swimming,Swimming Men's 200 metres Butterfly,
Kaio Mrcio Ferreira Costa de Almeida,M,27.0,177.0,75.0,Brazil,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
Luiza Tavares de Almeida,F,20.0,168.0,58.0,Brazil,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",
Nair Felipe Pires de Almeida,F,28.0,181.0,69.0,Angola,2012,London,Handball,Handball Women's Handball,
Johanna Maria-Therese Almgren,F,28.0,170.0,62.0,Sweden,2012,London,Football,Football Women's Football,
Jessica Alonso Bernardo,F,28.0,172.0,65.0,Spain,2012,London,Handball,Handball Women's Handball,Bronze
Jonathan Alonso Flete,M,21.0,175.0,64.0,Spain,2012,London,Boxing,Boxing Men's Light-Welterweight,
Kamel Al-Alouini,M,24.0,187.0,86.0,Tunisia,2012,London,Handball,Handball Men's Handball,
"Mikhail Surenovich ""Misha"" Aloyan",M,23.0,164.0,52.0,Russia,2012,London,Boxing,Boxing Men's Flyweight,Bronze
Uzodinma Anthony Alozie,M,25.0,171.0,79.0,Australia,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Azza Alqasmi,F,27.0,159.0,73.0,Bahrain,2012,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
Malin Therse Alshammar,F,34.0,180.0,64.0,Sweden,2012,London,Swimming,Swimming Women's 50 metres Freestyle,
Julio Alsogaray,M,32.0,180.0,81.0,Argentina,2012,London,Sailing,Sailing Men's One Person Dinghy,
Ida Alstad,F,27.0,172.0,60.0,Norway,2012,London,Handball,Handball Women's Handball,Gold
Maria Suelen Altheman,F,23.0,175.0,110.0,Brazil,2012,London,Judo,Judo Women's Heavyweight,
"Eniola ""Eni"" Aluko",F,25.0,157.0,56.0,Great Britain,2012,London,Football,Football Women's Football,
Lzaro Jorge lvarez Estrada,M,21.0,173.0,60.0,Cuba,2012,London,Boxing,Boxing Men's Bantamweight,Bronze
Luis Antonio lvarez Murillo,M,21.0,174.0,90.0,Mexico,2012,London,Archery,Archery Men's Individual,
Luis Antonio lvarez Murillo,M,21.0,174.0,90.0,Mexico,2012,London,Archery,Archery Men's Team,
Sergio lvarez Boulet,M,32.0,155.0,56.0,Cuba,2012,London,Weightlifting,Weightlifting Men's Bantamweight,
Yuri Alvear Orjuela,F,26.0,176.0,70.0,Colombia,2012,London,Judo,Judo Women's Middleweight,Bronze
Thiago Soares Alves,M,25.0,194.0,88.0,Brazil,2012,London,Volleyball,Volleyball Men's Volleyball,Silver
Anna Romzatovna Alyabyeva,F,18.0,174.0,,Kazakhstan,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
Andrey Amador Bikkazakova,M,25.0,183.0,73.0,Costa Rica,2012,London,Cycling,"Cycling Men's Road Race, Individual",
Darisleydis Amador Rodrguez,F,24.0,,,Cuba,2012,London,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",
Darisleydis Amador Rodrguez,F,24.0,,,Cuba,2012,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",
Mohammed Aman Geleto,M,18.0,165.0,58.0,Ethiopia,2012,London,Athletics,Athletics Men's 800 metres,
Yadinis Amars Rocha,F,28.0,162.0,57.0,Colombia,2012,London,Judo,Judo Women's Lightweight,
"Pablo ""Pol"" Amat Escud",M,34.0,183.0,78.0,Spain,2012,London,Hockey,Hockey Men's Hockey,
Eyawomano Doreen Amata,F,24.0,191.0,63.0,Nigeria,2012,London,Athletics,Athletics Women's High Jump,
Kim Oscar Amb,M,21.0,180.0,87.0,Sweden,2012,London,Athletics,Athletics Men's Javelin Throw,
Eloise Michelle Amberger,F,25.0,165.0,55.0,Australia,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,
Eloise Michelle Amberger,F,25.0,165.0,55.0,Australia,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,
Serge Ambomo,M,26.0,,,Cameroon,2012,London,Boxing,Boxing Men's Light-Welterweight,
Harald Ambros,M,32.0,177.0,72.0,Austria,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
Noor Amer Al-Ameri,F,18.0,,,Iraq,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",
Nourhan Muhammad Mahmud Amer,F,19.0,160.0,55.0,Egypt,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",
Christine Amertil (-Ling),F,32.0,168.0,54.0,Bahamas,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,
Al-Farouq Ajiede Aminu,M,21.0,211.0,98.0,Nigeria,2012,London,Basketball,Basketball Men's Basketball,
"Abdul Wahab ""Alade"" Aminu",M,24.0,210.0,102.0,Nigeria,2012,London,Basketball,Basketball Men's Basketball,
"Eduarda Idalina ""Duda"" Amorim-Taleska",F,25.0,186.0,84.0,Brazil,2012,London,Handball,Handball Women's Handball,
Vanessa Amors Quiles,F,29.0,165.0,62.0,Spain,2012,London,Handball,Handball Women's Handball,Bronze
Nijel Carlos Amilfitano Amos,M,18.0,179.0,60.0,Botswana,2012,London,Athletics,Athletics Men's 800 metres,Silver
Alberta Boatema Ampomah,F,17.0,,80.0,Ghana,2012,London,Weightlifting,Weightlifting Women's Super-Heavyweight,
Noureddine Amrabat,M,25.0,178.0,71.0,Morocco,2012,London,Football,Football Men's Football,
Marwa Al-Amri,F,23.0,160.0,58.0,Tunisia,2012,London,Wrestling,"Wrestling Women's Lightweight, Freestyle",
Mohamed Amsif,M,23.0,187.0,90.0,Morocco,2012,London,Football,Football Men's Football,
An Kum-Ae,F,32.0,160.0,52.0,North Korea,2012,London,Judo,Judo Women's Half-Lightweight,Gold
Ana Paula Rodrigues-Belo,F,24.0,172.0,67.0,Brazil,2012,London,Handball,Handball Women's Handball,
Phara Anacharsis,F,28.0,177.0,58.0,France,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,
Takamasa Anai,M,27.0,187.0,100.0,Japan,2012,London,Judo,Judo Men's Half-Heavyweight,
Anis Viktorovich Ananenko,M,26.0,176.0,65.0,Belarus,2012,London,Athletics,Athletics Men's 800 metres,
Anton Pavlovich Anchin,M,22.0,187.0,68.0,Russia,2012,London,Swimming,Swimming Men's 200 metres Backstroke,
David Emil Andersen,M,32.0,211.0,102.0,Australia,2012,London,Basketball,Basketball Men's Basketball,
Stine Myrhj Andersen,F,27.0,169.0,75.0,Denmark,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",
Alyssa Jean Anderson,F,21.0,173.0,64.0,United States,2012,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Haley Danita Anderson,F,20.0,178.0,68.0,United States,2012,London,Swimming,Swimming Women's 10 kilometres Open Water,Silver
Jenny-Lyn Anderson,F,19.0,162.0,,Australia,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,
"Matthew John ""Matt"" Anderson",M,25.0,202.0,100.0,United States,2012,London,Volleyball,Volleyball Men's Volleyball,
Rose Anderson,F,24.0,178.0,75.0,Great Britain,2012,London,Basketball,Basketball Women's Basketball,
Isabellah Moraa Andersson (Amoro-),F,31.0,170.0,55.0,Sweden,2012,London,Athletics,Athletics Women's Marathon,
Kim Verner Andersson,M,29.0,200.0,105.0,Sweden,2012,London,Handball,Handball Men's Handball,Silver
Erik Mattias Andersson,M,34.0,186.0,95.0,Sweden,2012,London,Handball,Handball Men's Handball,Silver
Elizabeth Adhiambo Andiego,F,25.0,172.0,,Kenya,2012,London,Boxing,Boxing Women's Middleweight,
Kozue Ando,F,30.0,164.0,57.0,Japan,2012,London,Football,Football Women's Football,Silver
Francisco Catalo Rebelo Andrade,M,31.0,172.0,83.0,Portugal,2012,London,Sailing,Sailing Men's Skiff,
Lady Patricia Andrade Rodrguez,F,20.0,172.0,62.0,Colombia,2012,London,Football,Football Women's Football,
Marcia Yuleisi Andrades Mendoza,F,29.0,157.0,55.0,Venezuela,2012,London,Wrestling,"Wrestling Women's Lightweight, Freestyle",
Bjrn Andrae,M,31.0,200.0,97.0,Germany,2012,London,Volleyball,Volleyball Men's Volleyball,
Nilson de Oliveira Andr,M,26.0,172.0,72.0,Brazil,2012,London,Athletics,Athletics Men's 100 metres,
Nilson de Oliveira Andr,M,26.0,172.0,72.0,Brazil,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Andria Suntaque,F,34.0,175.0,65.0,Brazil,2012,London,Football,Football Women's Football,
Antonis Andreou,M,37.0,175.0,64.0,Cyprus,2012,London,Shooting,Shooting Men's Skeet,
Panagiota Andreou,F,16.0,162.0,55.0,Cyprus,2012,London,Shooting,Shooting Women's Skeet,
Jake Andrewartha,M,22.0,196.0,122.0,Australia,2012,London,Judo,Judo Men's Heavyweight,
Marian Andrews-Heffernan,F,30.0,171.0,63.0,Ireland,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,
Georgy Aleksandrovich Andreyev,M,36.0,174.0,63.0,Russia,2012,London,Athletics,Athletics Men's Marathon,
Viktoriya Olegovna Andreyeva,F,20.0,190.0,74.0,Russia,2012,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
Yekaterina Igorevna Andreyeva,F,18.0,174.0,64.0,Russia,2012,London,Swimming,Swimming Women's 200 metres Individual Medley,
Valeriy Oleksandrovych Andriitsev,M,25.0,181.0,97.0,Ukraine,2012,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
Matthieu Androdias,M,22.0,194.0,94.0,France,2012,London,Rowing,Rowing Men's Quadruple Sculls,
Alona Anatolivna Andruk,F,25.0,170.0,56.0,Ukraine,2012,London,Cycling,"Cycling Women's Road Race, Individual",
Andryein Tamir,M,26.0,181.0,58.0,Mongolia,2012,London,Swimming,Swimming Men's 100 metres Freestyle,
Juan Diego Angeloni,M,34.0,168.0,60.0,Argentina,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
Ivo Serafimov Angelov,M,27.0,164.0,60.0,Bulgaria,2012,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
Tonje Angelsen,F,22.0,179.0,62.0,Norway,2012,London,Athletics,Athletics Women's High Jump,
Giuseppe Angilella,M,27.0,177.0,77.0,Italy,2012,London,Sailing,Sailing Men's Skiff,
Matteo Angioletti,M,31.0,162.0,71.0,Italy,2012,London,Gymnastics,Gymnastics Men's Team All-Around,
Matteo Angioletti,M,31.0,162.0,71.0,Italy,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,
Matteo Angioletti,M,31.0,162.0,71.0,Italy,2012,London,Gymnastics,Gymnastics Men's Horse Vault,
Matteo Angioletti,M,31.0,162.0,71.0,Italy,2012,London,Gymnastics,Gymnastics Men's Rings,
Franka Ani,F,21.0,181.0,67.0,Slovenia,2012,London,Taekwondo,Taekwondo Women's Welterweight,
Vitaly Vladimirovich Anichkin,M,23.0,170.0,60.0,Kazakhstan,2012,London,Athletics,Athletics Men's 50 kilometres Walk,
Vida Anim,F,28.0,162.0,60.0,Ghana,2012,London,Athletics,Athletics Women's 200 metres,
Sajjad Anoushiravani Hamlabad,M,28.0,192.0,105.0,Iran,2012,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
Jennifer Anson,F,35.0,165.0,63.0,Palau,2012,London,Judo,Judo Women's Half-Middleweight,
