Name,Sex,Age,Height,Weight,Team,Year,City,Sport,Event,Medal
Lorena Quines Moreno,F,15.0,,,Puerto Rico,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,
Lorena Quines Moreno,F,15.0,,,Puerto Rico,2012,London,Gymnastics,Gymnastics Women's Balance Beam,
Alex Leonardo Quinez Martnez,M,22.0,176.0,65.0,Ecuador,2012,London,Athletics,Athletics Men's 200 metres,
Jackson Amadeo Quionez Vernaza,M,32.0,190.0,91.0,Spain,2012,London,Athletics,Athletics Men's 110 metres Hurdles,
Giulia Quintavalle,F,29.0,174.0,59.0,Italy,2012,London,Judo,Judo Women's Lightweight,
Andrey Quintero Porras,M,26.0,185.0,84.0,Colombia,2012,London,Sailing,Sailing Men's One Person Dinghy,
Cristin Daniel Quintero Valero,M,19.0,195.0,90.0,Venezuela,2012,London,Swimming,Swimming Men's 200 metres Freestyle,
Cristin Daniel Quintero Valero,M,19.0,195.0,90.0,Venezuela,2012,London,Swimming,Swimming Men's 400 metres Freestyle,
Cristin Daniel Quintero Valero,M,19.0,195.0,90.0,Venezuela,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Jssica da Silva Quintino,F,21.0,172.0,67.0,Brazil,2012,London,Handball,Handball Women's Handball,
Carlos Eduardo Quipo Pilataxi,M,22.0,156.0,49.0,Ecuador,2012,London,Boxing,Boxing Men's Light-Flyweight,
Rodrigo Daniel Quiroga,M,25.0,190.0,87.0,Argentina,2012,London,Volleyball,Volleyball Men's Volleyball,
Rasmus Nicolai Quist Hansen,M,32.0,173.0,72.0,Denmark,2012,London,Rowing,Rowing Men's Lightweight Double Sculls,Gold
Jaime Daniel Quiyuch Castaeda,M,24.0,178.0,63.0,Guatemala,2012,London,Athletics,Athletics Men's 50 kilometres Walk,
Jahon Qurbanov,M,26.0,186.0,81.0,Tajikistan,2012,London,Boxing,Boxing Men's Light-Heavyweight,
Safaa Raashid Al-Jumaili,M,22.0,175.0,85.0,Iraq,2012,London,Weightlifting,Weightlifting Men's Light-Heavyweight,
Jan Philipp Rabente,M,25.0,180.0,77.0,Germany,2012,London,Hockey,Hockey Men's Hockey,Gold
Aina Estellah Rabetsara,F,18.0,167.0,59.0,Madagascar,2012,London,Swimming,Swimming Women's 100 metres Freestyle,
Vasyl Dmytrovych Rachyba,M,30.0,175.0,88.0,Ukraine,2012,London,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
Delphine Jeanine Annie Racinet-Reau,F,38.0,171.0,72.0,France,2012,London,Shooting,Shooting Women's Trap,Bronze
Sergio Armando Rada Rodrguez,M,28.0,162.0,56.0,Colombia,2012,London,Weightlifting,Weightlifting Men's Bantamweight,
Ineta Radvia,F,31.0,175.0,56.0,Latvia,2012,London,Athletics,Athletics Women's Long Jump,
Federica Radicchi,F,23.0,170.0,70.0,Italy,2012,London,Water Polo,Water Polo Women's Water Polo,
"Jovanka ""Jova"" Radievi",F,25.0,170.0,68.0,Montenegro,2012,London,Handball,Handball Women's Handball,Silver
Ihor Vitaliyovych Radivilov,M,19.0,167.0,67.0,Ukraine,2012,London,Gymnastics,Gymnastics Men's Team All-Around,
Ihor Vitaliyovych Radivilov,M,19.0,167.0,67.0,Ukraine,2012,London,Gymnastics,Gymnastics Men's Horse Vault,Bronze
Ihor Vitaliyovych Radivilov,M,19.0,167.0,67.0,Ukraine,2012,London,Gymnastics,Gymnastics Men's Rings,
Sara Radman,F,19.0,165.0,50.0,Germany,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
Jaroslav Rado,M,25.0,185.0,85.0,Czech Republic,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
Aleksandar Radovi,M,25.0,191.0,98.0,Montenegro,2012,London,Water Polo,Water Polo Men's Water Polo,
Ana Radovi,F,25.0,175.0,65.0,Montenegro,2012,London,Handball,Handball Women's Handball,Silver
Cosmin Alexandru Radu,M,30.0,193.0,110.0,Romania,2012,London,Water Polo,Water Polo Men's Water Polo,
Agnieszka Roma Radwaska,F,23.0,172.0,56.0,Poland,2012,London,Tennis,Tennis Women's Singles,
Agnieszka Roma Radwaska,F,23.0,172.0,56.0,Poland,2012,London,Tennis,Tennis Mixed Doubles,
Agnieszka Roma Radwaska,F,23.0,172.0,56.0,Poland-1,2012,London,Tennis,Tennis Women's Doubles,
Urszula Radwaska,F,21.0,178.0,57.0,Poland,2012,London,Tennis,Tennis Women's Singles,
Urszula Radwaska,F,21.0,178.0,57.0,Poland-1,2012,London,Tennis,Tennis Women's Doubles,
Svetlana Mikhaylovna Radzivil,F,25.0,186.0,61.0,Uzbekistan,2012,London,Athletics,Athletics Women's High Jump,
Anouk Raes,F,23.0,174.0,66.0,Belgium,2012,London,Hockey,Hockey Women's Hockey,
Rafael Pereira da Silva,M,22.0,172.0,65.0,Brazil,2012,London,Football,Football Men's Football,Silver
Maroua Rahali,F,24.0,168.0,,Tunisia,2012,London,Boxing,Boxing Women's Flyweight,
Hassan Sabzali Rahimi,M,23.0,165.0,62.0,Iran,2012,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",
Ebrahim Rahimian,M,31.0,172.0,62.0,Iran,2012,London,Athletics,Athletics Men's 20 kilometres Walk,
Viugar Hamidullovych Rahimov,M,26.0,165.0,60.0,Ukraine,2012,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
Mohammad Mahfizur Rahman,M,19.0,172.0,71.0,Bangladesh,2012,London,Swimming,Swimming Men's 50 metres Freestyle,
Yassine Al-Rahmouni,M,27.0,184.0,,Morocco,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",
Abdelmalek Rahou,M,26.0,180.0,,Algeria,2012,London,Boxing,Boxing Men's Middleweight,
Tarundeep Rai,M,28.0,174.0,60.0,India,2012,London,Archery,Archery Men's Individual,
Tarundeep Rai,M,28.0,174.0,60.0,India,2012,London,Archery,Archery Men's Team,
Paige Railey,F,25.0,173.0,66.0,United States,2012,London,Sailing,Sailing Women's One Person Dinghy,
"Zachary Scott ""Zach"" Railey",M,28.0,192.0,98.0,United States,2012,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,
Simone Raineri,M,35.0,190.0,93.0,Italy,2012,London,Rowing,Rowing Men's Quadruple Sculls,
"Alexandra Rose ""Aly"" Raisman",F,18.0,157.0,52.0,United States,2012,London,Gymnastics,Gymnastics Women's Individual All-Around,
"Alexandra Rose ""Aly"" Raisman",F,18.0,157.0,52.0,United States,2012,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
"Alexandra Rose ""Aly"" Raisman",F,18.0,157.0,52.0,United States,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,Gold
"Alexandra Rose ""Aly"" Raisman",F,18.0,157.0,52.0,United States,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,
"Alexandra Rose ""Aly"" Raisman",F,18.0,157.0,52.0,United States,2012,London,Gymnastics,Gymnastics Women's Balance Beam,Bronze
Allar Raja,M,29.0,190.0,95.0,Estonia,2012,London,Rowing,Rowing Men's Quadruple Sculls,
Leyla Rajabi,F,29.0,187.0,100.0,Iran,2012,London,Athletics,Athletics Women's Shot Put,
Nua Rajher,F,29.0,183.0,74.0,Slovenia,2012,London,Taekwondo,Taekwondo Women's Heavyweight,
Sanjeev Rajput,M,31.0,180.0,69.0,India,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
Uktamzhon Rakhmonov,M,21.0,,,Uzbekistan,2012,London,Boxing,Boxing Men's Light-Welterweight,
Pawe Rakoczy,M,25.0,187.0,93.0,Poland,2012,London,Athletics,Athletics Men's Javelin Throw,
Beta Rakonczai,F,35.0,170.0,56.0,Hungary,2012,London,Athletics,Athletics Women's Marathon,
Harinelina Nathalia Rakotondramanana,F,23.0,158.0,48.0,Madagascar,2012,London,Weightlifting,Weightlifting Women's Flyweight,
Maksim Sergeyevich Rakov,M,26.0,181.0,100.0,Kazakhstan,2012,London,Judo,Judo Men's Half-Heavyweight,
Glencora Ralph,F,23.0,178.0,68.0,Australia,2012,London,Water Polo,Water Polo Women's Water Polo,Bronze
Andy Ram,M,32.0,180.0,82.0,Israel,2012,London,Tennis,Tennis Men's Doubles,
Raghunath Vokkaliga Ramachandra,M,23.0,179.0,89.0,India,2012,London,Hockey,Hockey Men's Hockey,
Mohamed Ramadan Mohamed Eliwa,M,25.0,166.0,60.0,Egypt,2012,London,Boxing,Boxing Men's Lightweight,
Nahla Ramadan Muhammad Abdulmu'ti Muhammad,F,27.0,175.0,106.0,Egypt,2012,London,Weightlifting,Weightlifting Women's Super-Heavyweight,
Samson Ramadhani Nyonyi,M,29.0,160.0,50.0,Tanzania,2012,London,Athletics,Athletics Men's Marathon,
Mamitina Ramantsoa Tsilavinal,M,20.0,178.0,70.0,Madagascar,2012,London,Swimming,Swimming Men's 200 metres Breaststroke,
Giulia Rambaldi Guidasci,F,25.0,178.0,77.0,Italy,2012,London,Water Polo,Water Polo Women's Water Polo,
Fabio Ramella,M,32.0,160.0,65.0,Switzerland,2012,London,Shooting,Shooting Men's Skeet,
Arturo Jos Ramrez lvarez,M,21.0,170.0,65.0,Venezuela,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,
Gastn Ezequiel Ramrez Pereyra,M,21.0,183.0,78.0,Uruguay,2012,London,Football,Football Men's Football,
Jose Carlos Ramirez,M,19.0,178.0,60.0,United States,2012,London,Boxing,Boxing Men's Lightweight,
Mnica Ramrez Abella,F,18.0,170.0,55.0,Andorra,2012,London,Swimming,Swimming Women's 100 metres Backstroke,
Robeisy Eloy Ramrez Carrazana,M,18.0,165.0,56.0,Cuba,2012,London,Boxing,Boxing Men's Flyweight,Gold
Sara Ramrez Bermdez,F,24.0,163.0,50.0,Spain,2012,London,Table Tennis,Table Tennis Women's Singles,
Sara Ramrez Bermdez,F,24.0,163.0,50.0,Spain,2012,London,Table Tennis,Table Tennis Women's Team,
Yahima Menndez Ramirez,F,32.0,176.0,78.0,Portugal,2012,London,Judo,Judo Women's Half-Heavyweight,
Karl-Martin Rammo,M,23.0,190.0,82.0,Estonia,2012,London,Sailing,Sailing Men's One Person Dinghy,
Tsepo Ramonene-Mathibelle,M,21.0,171.0,54.0,Lesotho,2012,London,Athletics,Athletics Men's Marathon,
Beverly Sue Ramos,F,24.0,168.0,52.0,Puerto Rico,2012,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",
Fabiola Isabel Ramos Portillo,F,34.0,164.0,74.0,Venezuela,2012,London,Table Tennis,Table Tennis Women's Singles,
Joana Isabel Ventura Ramos,F,30.0,159.0,52.0,Portugal,2012,London,Judo,Judo Women's Half-Lightweight,
Tommy Ramos,M,26.0,,73.0,Puerto Rico,2012,London,Gymnastics,Gymnastics Men's Rings,
Luke Ramsay,M,24.0,173.0,68.0,Canada,2012,London,Sailing,Sailing Men's Two Person Dinghy,
Denise Ramsden,F,21.0,170.0,62.0,Canada,2012,London,Cycling,"Cycling Women's Road Race, Individual",
Denise Ramsden,F,21.0,170.0,62.0,Canada,2012,London,Cycling,Cycling Women's Individual Time Trial,
Aaron James Ramsey,M,21.0,178.0,70.0,Great Britain,2012,London,Football,Football Men's Football,
Basant Bahadur Rana,M,28.0,172.0,76.0,India,2012,London,Athletics,Athletics Men's 50 kilometres Walk,
Sneh Raija Laxmi Rana,F,19.0,157.0,54.0,Nepal,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",
Pawe Rafa Rada,M,33.0,186.0,72.0,Poland,2012,London,Rowing,Rowing Men's Lightweight Coxless Fours,
Allison Randall,F,24.0,178.0,86.0,Jamaica,2012,London,Athletics,Athletics Women's Discus Throw,
Asha Katherine Randall,F,22.0,178.0,52.0,Great Britain,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,
Jenna Margaret Randall,F,23.0,173.0,58.0,Great Britain,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,
Jenna Margaret Randall,F,23.0,173.0,58.0,Great Britain,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,
Milan Randl,M,25.0,184.0,90.0,Slovakia,2012,London,Judo,Judo Men's Middleweight,
Juan Miguel Rando Glvez,M,24.0,184.0,73.0,Spain,2012,London,Swimming,Swimming Men's 100 metres Backstroke,
Sebastiano Ranfagni,M,26.0,205.0,91.0,Italy,2012,London,Swimming,Swimming Men's 200 metres Backstroke,
Nina Georgieva Rangelova,F,21.0,170.0,58.0,Bulgaria,2012,London,Swimming,Swimming Women's 100 metres Freestyle,
Nina Georgieva Rangelova,F,21.0,170.0,58.0,Bulgaria,2012,London,Swimming,Swimming Women's 200 metres Freestyle,
Nina Georgieva Rangelova,F,21.0,170.0,58.0,Bulgaria,2012,London,Swimming,Swimming Women's 400 metres Freestyle,
"Thomas Matthew ""Tom"" Ransley",M,26.0,198.0,101.0,Great Britain,2012,London,Rowing,Rowing Men's Coxed Eights,Bronze
Milos Raonic,M,21.0,196.0,90.0,Canada,2012,London,Tennis,Tennis Men's Singles,
Micha Jacek Rapcewicz,M,30.0,183.0,73.0,Poland,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",
Micha Jacek Rapcewicz,M,30.0,183.0,73.0,Poland,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Team",
Megan Anna Rapinoe,F,27.0,168.0,60.0,United States,2012,London,Football,Football Women's Football,Gold
Clemens Andreas Rapp,M,23.0,193.0,85.0,Germany,2012,London,Swimming,Swimming Men's 200 metres Freestyle,
Clemens Andreas Rapp,M,23.0,193.0,85.0,Germany,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Fatma Muhammad Ahmad Rashed,F,28.0,160.0,54.0,Egypt,2012,London,Rowing,Rowing Women's Lightweight Double Sculls,
Mohamed Ajfan Rasheed,M,22.0,165.0,55.0,Maldives,2012,London,Badminton,Badminton Men's Singles,
Milan Rai,M,27.0,205.0,86.0,Serbia,2012,London,Volleyball,Volleyball Men's Volleyball,
Milena Rai,F,21.0,191.0,72.0,Serbia,2012,London,Volleyball,Volleyball Women's Volleyball,
Juliane Elander Rasmussen,F,33.0,173.0,61.0,Denmark,2012,London,Rowing,Rowing Women's Lightweight Double Sculls,
Mads Reinholdt Rasmussen (-Kirke),M,30.0,183.0,75.0,Denmark,2012,London,Rowing,Rowing Men's Lightweight Double Sculls,Gold
Tine Rasmussen Baun,F,33.0,181.0,71.0,Denmark,2012,London,Badminton,Badminton Women's Singles,
Shafqat Rasool,M,23.0,162.0,55.0,Pakistan,2012,London,Hockey,Hockey Men's Hockey,
Grgory Rast,M,32.0,186.0,80.0,Switzerland,2012,London,Cycling,"Cycling Men's Road Race, Individual",
Elshod Yunusovich Rasulov,M,26.0,180.0,75.0,Uzbekistan,2012,London,Boxing,Boxing Men's Light-Heavyweight,
"Martina ""Martinka"" Ratej",F,30.0,178.0,80.0,Slovenia,2012,London,Athletics,Athletics Women's Javelin Throw,
Yuliya Ratkevi,F,27.0,162.0,58.0,Azerbaijan,2012,London,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze
Sharmin Akter Ratna,F,24.0,160.0,71.0,Bangladesh,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",
Manantsara Fetra Nantenaina Ratsimiziva,M,20.0,178.0,81.0,Madagascar,2012,London,Judo,Judo Men's Half-Middleweight,
Florian Raudaschl,M,34.0,187.0,97.0,Austria,2012,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,
Ronald Rauhe,M,30.0,179.0,82.0,Germany,2012,London,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",
Ronald Rauhe,M,30.0,179.0,82.0,Germany,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",
"Raul ""Raulzinho"" Togni Neto",M,20.0,192.0,82.0,Brazil,2012,London,Basketball,Basketball Men's Basketball,
Sreejesh Parattu Raveendran,M,24.0,183.0,79.0,India,2012,London,Hockey,Hockey Men's Hockey,
Lisa Raymond,F,38.0,165.0,55.0,United States-1,2012,London,Tennis,Tennis Mixed Doubles,Bronze
Lisa Raymond,F,38.0,165.0,55.0,United States-2,2012,London,Tennis,Tennis Women's Doubles,
Mathias Raymond,M,26.0,190.0,85.0,Monaco,2012,London,Rowing,Rowing Men's Single Sculls,
Aleksandra Germanovna Razaryonova,F,22.0,168.0,56.0,Russia,2012,London,Triathlon,Triathlon Women's Olympic Distance,
Bianca Denisa Rzor,F,17.0,170.0,59.0,Romania,2012,London,Athletics,Athletics Women's 400 metres,
Nikola Raen,M,27.0,187.0,94.0,Serbia,2012,London,Water Polo,Water Polo Men's Water Polo,Bronze
Shanaze Danielle Reade,F,23.0,170.0,79.0,Great Britain,2012,London,Cycling,Cycling Women's BMX,
Martin J. Reader,M,28.0,198.0,97.0,Canada,2012,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
Amanda Reason,F,18.0,178.0,63.0,Canada,2012,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
Carla Rebecchi,F,27.0,163.0,55.0,Argentina,2012,London,Hockey,Hockey Women's Hockey,Silver
Vira Viktorivna Rebryk,F,23.0,176.0,65.0,Ukraine,2012,London,Athletics,Athletics Women's Javelin Throw,
Elise Maree Rechichi,F,26.0,162.0,48.0,Australia,2012,London,Sailing,Sailing Women's Two Person Dinghy,
Jonas Reckermann,M,33.0,201.0,98.0,Germany-1,2012,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
Xavier Reckinger,M,28.0,188.0,80.0,Belgium,2012,London,Hockey,Hockey Men's Hockey,
Janelle Redhead,F,22.0,162.0,56.0,Grenada,2012,London,Athletics,Athletics Women's 200 metres,
Joel Michael Redhead,M,26.0,187.0,60.0,Grenada,2012,London,Athletics,Athletics Men's 200 metres,
Meliz Redif,F,23.0,168.0,60.0,Turkey,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,
Lidia Redondo Ruiz de Arvalo,F,20.0,167.0,53.0,Spain,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
Jennie Idell Reed (-Madden),F,34.0,170.0,77.0,United States,2012,London,Cycling,Cycling Women's Team Pursuit,Silver
"Peter ""Pete"" Reed",M,30.0,197.0,100.0,Great Britain,2012,London,Rowing,Rowing Men's Coxless Fours,Gold
Brittney Davon Reese,F,25.0,173.0,61.0,United States,2012,London,Athletics,Athletics Women's Long Jump,Gold
Louisa Reeve,F,28.0,183.0,72.0,Great Britain,2012,London,Rowing,Rowing Women's Coxed Eights,
Michele Gino Regolo,M,33.0,188.0,82.0,Italy,2012,London,Sailing,Sailing Men's One Person Dinghy,
Florian Reichstdter,M,32.0,180.0,71.0,Austria,2012,London,Sailing,Sailing Men's Two Person Dinghy,
Elizabeth Reid,F,23.0,180.0,76.0,Great Britain,2012,London,Volleyball,Volleyball Women's Volleyball,
Samantha Lee Reid,F,23.0,158.0,50.0,Australia,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,
Sheila Reid,F,22.0,166.0,52.0,Canada,2012,London,Athletics,"Athletics Women's 5,000 metres",
Justin Reid-Ross,M,26.0,188.0,88.0,South Africa,2012,London,Hockey,Hockey Men's Hockey,
Christian Reif,M,27.0,196.0,85.0,Germany,2012,London,Athletics,Athletics Men's Long Jump,
Stephanie Reilly (O'Reilly-),F,34.0,155.0,46.0,Ireland,2012,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",
Antonio Manuel Reina Ballesteros,M,31.0,186.0,71.0,Spain,2012,London,Athletics,Athletics Men's 800 metres,
Maximilian Reinelt,M,23.0,195.0,98.0,Germany,2012,London,Rowing,Rowing Men's Coxed Eights,Gold
"Nathan James ""Nate"" Reinking",M,38.0,188.0,88.0,Great Britain,2012,London,Basketball,Basketball Men's Basketball,
Julia Reinprecht,F,21.0,161.0,55.0,United States,2012,London,Hockey,Hockey Women's Hockey,
"Katherine ""Katie"" Reinprecht",F,22.0,163.0,57.0,United States,2012,London,Hockey,Hockey Women's Hockey,
Fernando Saraiva Reis,M,22.0,185.0,146.0,Brazil,2012,London,Weightlifting,Weightlifting Men's Super-Heavyweight,
Christian Reitz,M,25.0,183.0,93.0,Germany,2012,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
Christian Reitz,M,25.0,183.0,93.0,Germany,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres",
Mansur Rejepow,M,30.0,178.0,85.0,Turkmenistan,2012,London,Weightlifting,Weightlifting Men's Light-Heavyweight,
Masa Rejepowa,F,19.0,165.0,58.0,Turkmenistan,2012,London,Athletics,Athletics Women's 100 metres,
Ivan Remarenco,M,23.0,186.0,100.0,Moldova,2012,London,Judo,Judo Men's Middleweight,
Ins Remersaro Coronel,F,19.0,167.0,55.0,Uruguay,2012,London,Swimming,Swimming Women's 100 metres Backstroke,
Ren Cancan,F,24.0,167.0,51.0,China,2012,London,Boxing,Boxing Women's Flyweight,Silver
Ren Wenjun,F,20.0,175.0,67.0,China,2012,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
Ren Ye,F,26.0,170.0,63.0,China,2012,London,Hockey,Hockey Women's Hockey,
Wendie Thrse Renard,F,22.0,187.0,70.0,France,2012,London,Football,Football Women's Football,
Ana Mara Rendn Martnez,F,26.0,160.0,63.0,Colombia,2012,London,Archery,Archery Women's Individual,
James Aurelio Rendn Villegas,M,27.0,170.0,64.0,Colombia,2012,London,Athletics,Athletics Men's 20 kilometres Walk,
Ana Patrcia Robert de Oliveira Rente,F,24.0,158.0,53.0,Portugal,2012,London,Trampolining,Trampolining Women's Individual,
Jackeline Rentera Castillo,F,26.0,167.0,58.0,Colombia,2012,London,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze
"Robert Peter ""Robbie"" Renwick",M,24.0,184.0,80.0,Great Britain,2012,London,Swimming,Swimming Men's 200 metres Freestyle,
"Robert Peter ""Robbie"" Renwick",M,24.0,184.0,80.0,Great Britain,2012,London,Swimming,Swimming Men's 400 metres Freestyle,
"Robert Peter ""Robbie"" Renwick",M,24.0,184.0,80.0,Great Britain,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Carli Renzi,F,29.0,167.0,57.0,Australia,2012,London,Judo,Judo Women's Lightweight,
Daniel Repacholi,M,30.0,202.0,128.0,Australia,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",
Daniel Repacholi,M,30.0,202.0,128.0,Australia,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres",
Roline Virginie Repelaer van Driel,F,27.0,189.0,84.0,Netherlands,2012,London,Rowing,Rowing Women's Coxed Eights,Bronze
"Nikolaus ""Niko"" Resch",M,27.0,188.0,84.0,Austria,2012,London,Sailing,Sailing Men's Skiff,
Veniamin Sergeyevich Reshetnikov,M,25.0,183.0,78.0,Russia,2012,London,Fencing,"Fencing Men's Sabre, Individual",
Veniamin Sergeyevich Reshetnikov,M,25.0,183.0,78.0,Russia,2012,London,Fencing,"Fencing Men's Sabre, Team",
Aleksey Mikhaylovich Reunkov,M,28.0,176.0,63.0,Russia,2012,London,Athletics,Athletics Men's Marathon,
Julian Reus,M,24.0,176.0,76.0,Germany,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Mariano Daniel Reutemann,M,35.0,174.0,69.0,Argentina,2012,London,Sailing,Sailing Men's Windsurfer,
Quentin Rew,M,28.0,174.0,60.0,New Zealand,2012,London,Athletics,Athletics Men's 50 kilometres Walk,
Lucas Martn Rey,M,29.0,177.0,74.0,Argentina,2012,London,Hockey,Hockey Men's Hockey,
Cristin Eduardo Reyes Troncoso,M,25.0,180.0,72.0,Chile,2012,London,Athletics,Athletics Men's 200 metres,
Diego Antonio Reyes Rosales,M,19.0,190.0,66.0,Mexico,2012,London,Football,Football Men's Football,Gold
Felipe Reyes Cabaas,M,32.0,205.0,109.0,Spain,2012,London,Basketball,Basketball Men's Basketball,Silver
Anna Reymer,F,26.0,174.0,69.0,New Zealand,2012,London,Rowing,Rowing Women's Double Sculls,
Laura Reynolds,F,23.0,173.0,57.0,Ireland,2012,London,Athletics,Athletics Women's 20 kilometres Walk,
