Name,Sex,Age,Height,Weight,Year,Season,City,Sport,Medal
Rajinder Singh,M,25.0,171.63860830527497,67.75776754890678,1984,Summer,Los Angeles,Hockey,
Ramandeep Singh,M,23.0,179.0,70.0,2016,Summer,Rio de Janeiro,Hockey,
Randhir Singh Ji,M,21.0,178.0,68.0,1968,Summer,Mexico City,Shooting,
Randhir Singh Ji,M,25.0,178.0,68.0,1972,Summer,Munich,Shooting,
Randhir Singh Ji,M,29.0,178.0,68.0,1976,Summer,Montreal,Shooting,
Randhir Singh Ji,M,33.0,178.0,68.0,1980,Summer,Moskva,Shooting,
Randhir Singh Ji,M,37.0,178.0,68.0,1984,Summer,Los Angeles,Shooting,
Ranjit Singh,M,22.0,168.0,63.0,1980,Summer,Moskva,Athletics,
Ravinder Pal Singh,M,19.0,168.0,63.0,1980,Summer,Moskva,Hockey,Gold
Ravinder Pal Singh,M,23.0,168.0,63.0,1984,Summer,Los Angeles,Hockey,
Rohtas Dahiya Singh,M,24.0,168.0,57.0,1984,Summer,Los Angeles,Wrestling,
Roop Singh Bais,M,21.0,170.0,67.75776754890678,1932,Summer,Los Angeles,Hockey,Gold
Roop Singh Bais,M,25.0,170.0,67.75776754890678,1936,Summer,Berlin,Hockey,Gold
Rupinder Pal Singh,M,25.0,193.0,93.0,2016,Summer,Rio de Janeiro,Hockey,
Sadhu Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Athletics,
Sadhu Singh,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Athletics,
Sajan Singh,M,28.0,180.0,86.0,1960,Summer,Roma,Wrestling,
Sandeep Singh,M,18.0,185.0,78.0,2004,Summer,Athina,Hockey,
Sandeep Singh,M,26.0,185.0,78.0,2012,Summer,London,Hockey,
Sanjeev Kumar Singh,M,22.0,174.0,59.0,1988,Summer,Seoul,Archery,
Sanjeev Kumar Singh,M,22.0,174.0,59.0,1988,Summer,Seoul,Archery,
Sardar Singh,M,26.0,176.0,80.0,2012,Summer,London,Hockey,
Sardar Singh,M,30.0,176.0,80.0,2016,Summer,Rio de Janeiro,Hockey,
Satpal Singh,M,17.0,182.0,81.0,1972,Summer,Munich,Wrestling,
Satpal Singh,M,25.0,182.0,81.0,1980,Summer,Moskva,Wrestling,
Sawarn Singh,M,22.0,188.0,80.0,2012,Summer,London,Rowing,
Shakti Singh,M,34.0,187.0,125.0,1996,Summer,Atlanta,Athletics,
Shakti Singh,M,38.0,187.0,125.0,2000,Summer,Sydney,Athletics,
Shivendra Singh,M,29.0,171.63860830527497,67.75776754890678,2012,Summer,London,Hockey,
Shivnath Singh,M,30.0,168.0,57.0,1976,Summer,Montreal,Athletics,
Shivnath Singh,M,34.0,168.0,57.0,1980,Summer,Moskva,Athletics,
Sohan Singh Dhanoa,M,22.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Athletics,
Sohan Singh Dhanoa,M,26.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Athletics,
Sohan Singh,M,28.0,164.0,61.0,1964,Summer,Tokyo,Diving,
Sri Ram Singh Shekhawat,M,22.0,178.0,63.0,1972,Summer,Munich,Athletics,
Sri Ram Singh Shekhawat,M,26.0,178.0,63.0,1976,Summer,Montreal,Athletics,
Sri Ram Singh Shekhawat,M,30.0,178.0,63.0,1980,Summer,Moskva,Athletics,
Suchha Singh,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Cycling,
Sudha Singh,F,26.0,158.0,45.0,2012,Summer,London,Athletics,
Sudha Singh,F,30.0,158.0,45.0,2016,Summer,Rio de Janeiro,Athletics,
Sukhjit Singh,M,22.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Hockey,
Surendra Kumar Singh,M,29.0,162.0,54.0,2008,Summer,Beijing,Athletics,
Surjit Singh Randhawa,M,24.0,180.0,76.0,1976,Summer,Montreal,Hockey,
Tarsem Singh Kular,M,21.0,173.0,66.0,1968,Summer,Mexico City,Hockey,Bronze
Thoiba Singh,M,32.0,164.0,63.0,1988,Summer,Seoul,Hockey,
Trilok Singh,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Trilok Singh,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Trilok Singh,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Trilok Singh,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Trilok Singh,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Trilok Singh,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Trilok Singh,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Trilok Singh,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Udham Singh Kular,M,23.0,168.0,58.0,1952,Summer,Helsinki,Hockey,Gold
Udham Singh Kular,M,28.0,168.0,58.0,1956,Summer,Melbourne,Hockey,Gold
Udham Singh Kular,M,32.0,168.0,58.0,1960,Summer,Roma,Hockey,Silver
Udham Singh Kular,M,36.0,168.0,58.0,1964,Summer,Tokyo,Hockey,Gold
Varinder Singh,M,25.0,160.0,58.0,1972,Summer,Munich,Hockey,Bronze
Varinder Singh,M,29.0,160.0,58.0,1976,Summer,Montreal,Hockey,
Vijender Kumar Singh,M,18.0,182.0,75.0,2004,Summer,Athina,Boxing,
Vijender Kumar Singh,M,22.0,182.0,75.0,2008,Summer,Beijing,Boxing,Bronze
Vijender Kumar Singh,M,26.0,182.0,75.0,2012,Summer,London,Boxing,
Vir Singh,M,22.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Vir Singh,M,22.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Vir Singh,M,22.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Vir Singh,M,22.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Vir Singh,M,22.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Vir Singh,M,22.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Vir Singh,M,22.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Virsa Singh,M,27.0,179.0,72.0,1960,Summer,Roma,Athletics,
Vivek Singh,M,21.0,176.0,59.0,1988,Summer,Seoul,Hockey,
Zora Singh,M,31.0,180.0,68.0,1960,Summer,Roma,Athletics,
Zora Singh,M,31.0,180.0,68.0,1960,Summer,Roma,Athletics,
Amit Singh Bakshi,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Hockey,Gold
Tarlochan Singh Bawa,M,25.0,171.63860830527497,67.75776754890678,1948,Summer,London,Hockey,Gold
Raghbir Singh Bhola,M,29.0,183.0,67.0,1956,Summer,Melbourne,Hockey,Gold
Raghbir Singh Bhola,M,33.0,183.0,67.0,1960,Summer,Roma,Hockey,Silver
Amar Singh Billing,M,20.0,175.0,62.0,1964,Summer,Tokyo,Cycling,
Amar Singh Billing,M,20.0,175.0,62.0,1964,Summer,Tokyo,Cycling,
Amar Singh Billing,M,20.0,175.0,62.0,1964,Summer,Tokyo,Cycling,
Gurvinder Singh Chandi,M,22.0,171.63860830527497,67.75776754890678,2012,Summer,London,Hockey,
Vijay Singh Chauhan,M,23.0,183.0,78.0,1972,Summer,Munich,Athletics,
Palwinder Singh Cheema,M,21.0,195.0,120.0,2004,Summer,Athina,Wrestling,
Dharan Singh Dahiya,M,25.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Wrestling,
Baljit Singh Dhillon,M,23.0,175.0,72.0,1996,Summer,Atlanta,Hockey,
Baljit Singh Dhillon,M,27.0,175.0,72.0,2000,Summer,Sydney,Hockey,
Baljit Singh Dhillon,M,31.0,175.0,72.0,2004,Summer,Athina,Hockey,
Neelam Jaswant Singh Dogra,F,29.0,167.0,85.0,2000,Summer,Sydney,Athletics,
Neelam Jaswant Singh Dogra,F,33.0,167.0,85.0,2004,Summer,Athina,Athletics,
Randhir Singh Gentle,M,25.0,171.63860830527497,67.75776754890678,1948,Summer,London,Hockey,Gold
Randhir Singh Gentle,M,29.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Hockey,Gold
Randhir Singh Gentle,M,34.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Hockey,Gold
Dalbir Singh Gill,M,27.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Cycling,
Dalbir Singh Gill,M,27.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Cycling,
Dalbir Singh Gill,M,27.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Cycling,
Dharam Singh Gill,M,33.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Hockey,Gold
Mohinder Singh Gill,M,25.0,182.0,75.0,1972,Summer,Munich,Athletics,
Mohinder Singh Gill,M,25.0,182.0,75.0,1972,Summer,Munich,Athletics,
Raunaq Singh Gill,M,26.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Athletics,
Raunaq Singh Gill,M,26.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Athletics,
Sukhbir Singh Gill,M,24.0,182.0,74.0,2000,Summer,Sydney,Hockey,
Gurcharan Singh Grewal,M,25.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Hockey,Gold
Iqbaljit Singh Grewal,M,24.0,174.0,77.0,1984,Summer,Los Angeles,Hockey,
Ramandeep Singh Grewal,M,24.0,182.0,76.0,1996,Summer,Atlanta,Hockey,
Ramandeep Singh Grewal,M,29.0,182.0,76.0,2000,Summer,Sydney,Hockey,
Sandhu Singh Gurbir,M,25.0,176.0,82.0,1976,Summer,Montreal,Shooting,
Chetan Singh Hari,M,28.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Cycling,
Chetan Singh Hari,M,28.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Cycling,
Dhillon Singh Jarnail,M,24.0,178.0,67.0,1960,Summer,Roma,Football,
Om Prakash Singh Karhana,M,25.0,196.0,125.0,2012,Summer,London,Athletics,
Baljit Singh Kharab,M,28.0,173.0,63.0,1984,Summer,Los Angeles,Shooting,
Devendro Singh Laishram,M,20.0,171.63860830527497,67.75776754890678,2012,Summer,London,Boxing,
Gulzara Singh Mann,M,28.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Athletics,
Jagdev Singh Rai,M,23.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Hockey,
Gurbachan Singh Randhawa,M,21.0,183.0,71.0,1960,Summer,Roma,Athletics,
Gurbachan Singh Randhawa,M,21.0,183.0,71.0,1960,Summer,Roma,Athletics,
Gurbachan Singh Randhawa,M,25.0,183.0,71.0,1964,Summer,Tokyo,Athletics,
Chandan Singh Rawat,M,23.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Football,
Nitendra Singh Rawat,M,29.0,172.0,58.0,2016,Summer,Rio de Janeiro,Athletics,
Rajinder Singh Rawat,M,24.0,165.0,59.0,1988,Summer,Seoul,Hockey,
Baljit Singh Saini,M,19.0,176.0,60.0,1996,Summer,Atlanta,Hockey,
Baljit Singh Saini,M,24.0,176.0,60.0,2000,Summer,Sydney,Hockey,
Harisimran Singh Sandhu,M,34.0,180.0,83.0,1984,Summer,Los Angeles,Shooting,
Manavjit Singh Sandhu,M,27.0,192.0,90.0,2004,Summer,Athina,Shooting,
Manavjit Singh Sandhu,M,31.0,192.0,90.0,2008,Summer,Beijing,Shooting,
Manavjit Singh Sandhu,M,35.0,192.0,90.0,2012,Summer,London,Shooting,
Manavjit Singh Sandhu,M,39.0,192.0,90.0,2016,Summer,Rio de Janeiro,Shooting,
Tarlok Singh Sandhu,M,25.0,193.0,73.0,1980,Summer,Moskva,Basketball,
Surinder Singh Sodhi Shokar,M,23.0,178.0,83.0,1980,Summer,Moskva,Hockey,Gold
Amar Singh Sokhi,M,29.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Cycling,
Amar Singh Sokhi,M,29.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Cycling,
Amar Singh Sokhi,M,29.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Cycling,
Nat Singh Somnath,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Athletics,
Birender Singh Thapa,M,27.0,159.0,48.0,1980,Summer,Moskva,Boxing,
Khazan Singh Tokas,M,24.0,183.0,67.75776754890678,1988,Summer,Seoul,Swimming,
Ram Singh Yadav,M,31.0,171.63860830527497,67.75776754890678,2012,Summer,London,Athletics,
"Balbir Singh Dosanjh, Sr.",M,23.0,171.63860830527497,67.75776754890678,1948,Summer,London,Hockey,Gold
"Balbir Singh Dosanjh, Sr.",M,27.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Hockey,Gold
"Balbir Singh Dosanjh, Sr.",M,32.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Hockey,Gold
Sushmitha Singha Roy,F,24.0,175.0,66.0,2008,Summer,Beijing,Athletics,
Sathish Kumar Sivalingam,M,24.0,175.0,77.0,2016,Summer,Rio de Janeiro,Weightlifting,
Mohammed Sleem,M,32.0,171.63860830527497,67.75776754890678,1924,Summer,Paris,Tennis,
Mohammed Sleem,M,32.0,171.63860830527497,67.75776754890678,1924,Summer,Paris,Tennis,
Ronjan Sodhi,M,32.0,175.0,87.0,2012,Summer,London,Shooting,
Chitra Kulaghummuriyil Soman,F,21.0,172.0,58.0,2004,Summer,Athina,Athletics,
Chitra Kulaghummuriyil Soman,F,25.0,172.0,58.0,2008,Summer,Beijing,Athletics,
Varsha Soni,F,23.0,158.0,67.75776754890678,1980,Summer,Moskva,Hockey,
Prema Maya Sonir,F,19.0,153.0,67.75776754890678,1980,Summer,Moskva,Hockey,
David M. Sopher,M,23.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Water Polo,
Preeja Sreedharan,F,26.0,152.0,47.0,2008,Summer,Beijing,Athletics,
Anup Sridhar,M,25.0,189.0,83.0,2008,Summer,Beijing,Badminton,
Charles Stephen,M,26.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Hockey,Gold
Perumal Subramanian,M,24.0,168.0,69.0,1980,Summer,Moskva,Athletics,
Raman Subramanyan,M,31.0,188.0,72.0,2000,Summer,Sydney,Table Tennis,
"William Patrick ""Pat"" Sullivan",M,22.0,173.0,67.75776754890678,1932,Summer,Los Angeles,Hockey,Gold
Anwer Sultan,M,38.0,178.0,77.0,2000,Summer,Sydney,Shooting,
Adille Sumariwalla,M,21.0,168.0,67.0,1980,Summer,Moskva,Athletics,
Simon Swamidas Sunder Raj,M,22.0,173.0,63.0,1960,Summer,Roma,Football,
Soubam Suresh Singh,M,20.0,163.0,48.0,2000,Summer,Sydney,Boxing,
Sarjarao Bhiku Suryavanshi,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Wrestling,
"Mervyn Ernest ""Bunoo"" Sutton",M,23.0,171.63860830527497,67.75776754890678,1932,Summer,Los Angeles,Athletics,
"Mervyn Ernest ""Bunoo"" Sutton",M,23.0,171.63860830527497,67.75776754890678,1932,Summer,Los Angeles,Athletics,
"Mervyn Ernest ""Bunoo"" Sutton",M,23.0,171.63860830527497,67.75776754890678,1932,Summer,Los Angeles,Athletics,
Arul C. S. Swami,M,22.0,165.0,54.0,1936,Summer,Berlin,Athletics,
Chekrovolu Swuro,F,29.0,171.0,73.0,2012,Summer,London,Archery,
Chekrovolu Swuro,F,29.0,171.0,73.0,2012,Summer,London,Archery,
Jalal-ud-Din Syed Rizvi,M,26.0,168.0,65.0,1984,Summer,Los Angeles,Hockey,
Dung Dung Sylvanus,M,31.0,160.0,62.0,1980,Summer,Moskva,Hockey,Gold
Bajrang Lal Takhar,M,27.0,185.0,79.0,2008,Summer,Beijing,Rowing,
Jayanta Talukdar,M,26.0,178.0,85.0,2012,Summer,London,Archery,
Jayanta Talukdar,M,26.0,178.0,85.0,2012,Summer,London,Archery,
Shikha Tandon,F,19.0,166.0,60.0,2004,Summer,Athina,Swimming,
Shikha Tandon,F,19.0,166.0,60.0,2004,Summer,Athina,Swimming,
Carlyle Carrol Tapsell,M,23.0,182.0,67.75776754890678,1932,Summer,Los Angeles,Hockey,Gold
Carlyle Carrol Tapsell,M,27.0,182.0,67.75776754890678,1936,Summer,Berlin,Hockey,Gold
Farokh Tarapore,M,23.0,179.0,60.0,1984,Summer,Los Angeles,Sailing,
Farokh Tarapore,M,28.0,179.0,60.0,1988,Summer,Seoul,Sailing,
Farokh Tarapore,M,31.0,179.0,60.0,1992,Summer,Barcelona,Sailing,
Divya Tewar,F,24.0,157.0,78.0,2008,Summer,Beijing,Judo,
Deepika Thakur,F,29.0,159.0,61.0,2016,Summer,Rio de Janeiro,Hockey,
Himanshu Thakur,M,20.0,167.0,54.0,2014,Winter,Sochi,Alpine Skiing,
Nanak Chand Thakur,M,20.0,171.63860830527497,67.75776754890678,1992,Winter,Albertville,Alpine Skiing,
Nanak Chand Thakur,M,20.0,171.63860830527497,67.75776754890678,1992,Winter,Albertville,Alpine Skiing,
Sunith Thakur,F,25.0,171.63860830527497,67.75776754890678,1996,Summer,Atlanta,Judo,
Deepak Thakur Sonkhla,M,19.0,174.0,72.0,2000,Summer,Sydney,Hockey,
Deepak Thakur Sonkhla,M,23.0,174.0,72.0,2004,Summer,Athina,Hockey,
Peter Ramaswamy Thangaraj,M,20.0,190.0,85.0,1956,Summer,Melbourne,Football,
Peter Ramaswamy Thangaraj,M,24.0,190.0,85.0,1960,Summer,Roma,Football,
Debendra (-Dibend) Thapa,M,19.0,162.0,48.0,1996,Summer,Atlanta,Boxing,
Shiva Thapa,M,18.0,169.0,56.0,2012,Summer,London,Boxing,
Shiva Thapa,M,22.0,169.0,56.0,2016,Summer,Rio de Janeiro,Boxing,
Chandanda Nikkin Thimmaiah,M,25.0,171.0,61.0,2016,Summer,Rio de Janeiro,Hockey,
Irfan Kolothum Thodi,M,22.0,170.0,79.0,2012,Summer,London,Athletics,
Anuradha Devi Thokchom,F,27.0,162.0,54.0,2016,Summer,Rio de Janeiro,Hockey,
Anilda Thomas,F,23.0,171.63860830527497,67.75776754890678,2016,Summer,Rio de Janeiro,Athletics,
Prarthana Gulabrao Thombare,F,22.0,165.0,58.0,2016,Summer,Rio de Janeiro,Tennis,
Shankarrao Ramrao Thorat,M,26.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Wrestling,
Lijo David Thottan,M,26.0,171.63860830527497,67.75776754890678,2000,Summer,Sydney,Athletics,
Dilip Kumar Tirkey,M,18.0,170.0,70.0,1996,Summer,Atlanta,Hockey,
Dilip Kumar Tirkey,M,22.0,170.0,70.0,2000,Summer,Sydney,Hockey,
Dilip Kumar Tirkey,M,26.0,170.0,70.0,2004,Summer,Athina,Hockey,
"Ignacious ""Ignace"" Tirkey",M,23.0,172.0,62.0,2004,Summer,Athina,Hockey,
"Ignacious ""Ignace"" Tirkey",M,31.0,172.0,62.0,2012,Summer,London,Hockey,
Sandeep Tomar,M,25.0,168.0,61.0,2016,Summer,Rio de Janeiro,Wrestling,
Rajiv Tomer,M,27.0,175.0,120.0,2008,Summer,Beijing,Wrestling,
Manohar Topno,M,26.0,162.0,62.0,1984,Summer,Los Angeles,Hockey,
Namita Toppo,F,21.0,163.0,53.0,2016,Summer,Rio de Janeiro,Hockey,
Margaret Toscano,F,23.0,154.0,67.75776754890678,1980,Summer,Moskva,Hockey,
Vinita Tripathi,F,19.0,165.0,61.0,2000,Summer,Sydney,Athletics,
Kavita Maheshkumar Tungar (Raut-),F,31.0,157.0,45.0,2016,Summer,Rio de Janeiro,Athletics,
Adaveeshaiah Puttaveeraswamy Gagan Ullalmath,M,20.0,171.63860830527497,67.75776754890678,2012,Summer,London,Swimming,
"Pilavullakandi Thekeparampil ""P. T."" Usha",F,16.0,170.0,57.0,1980,Summer,Moskva,Athletics,
"Pilavullakandi Thekeparampil ""P. T."" Usha",F,16.0,170.0,57.0,1980,Summer,Moskva,Athletics,
"Pilavullakandi Thekeparampil ""P. T."" Usha",F,20.0,170.0,57.0,1984,Summer,Los Angeles,Athletics,
"Pilavullakandi Thekeparampil ""P. T."" Usha",F,20.0,170.0,57.0,1984,Summer,Los Angeles,Athletics,
"Pilavullakandi Thekeparampil ""P. T."" Usha",F,24.0,170.0,57.0,1988,Summer,Seoul,Athletics,
"Sannuvanda Kushalappa ""S. K."" Uthappa",M,18.0,183.0,84.0,2012,Summer,London,Hockey,
"Sannuvanda Kushalappa ""S. K."" Uthappa",M,22.0,183.0,84.0,2016,Summer,Rio de Janeiro,Hockey,
Nirupama Vaidyanathan (-Sanjeev),F,25.0,170.0,62.0,2000,Summer,Sydney,Tennis,
"Manathoor Devasia ""M. D."" Valsamma",F,23.0,157.0,47.0,1984,Summer,Los Angeles,Athletics,
"Manathoor Devasia ""M. D."" Valsamma",F,23.0,157.0,47.0,1984,Summer,Los Angeles,Athletics,
Padamttom Vankatesh,M,25.547694753577108,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Football,
"Kenchappa Varadaiah ""KV"" Varadaraj",M,24.0,171.63860830527497,67.75776754890678,1948,Summer,London,Football,
Pranitha Vardhineni,F,17.0,155.0,67.0,2008,Summer,Beijing,Archery,
Pranitha Vardhineni,F,17.0,155.0,67.0,2008,Summer,Beijing,Archery,
Sabu Varkey,M,25.0,156.0,65.0,1996,Summer,Atlanta,Hockey,
"Max ""Maxie"" Vaz",M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Hockey,Gold
Anjali Ramakanta Vedpathak-Bhagwat,F,30.0,165.0,53.0,2000,Summer,Sydney,Shooting,
Anjali Ramakanta Vedpathak-Bhagwat,F,30.0,165.0,53.0,2000,Summer,Sydney,Shooting,
Anjali Ramakanta Vedpathak-Bhagwat,F,34.0,165.0,53.0,2004,Summer,Athina,Shooting,
Anjali Ramakanta Vedpathak-Bhagwat,F,34.0,165.0,53.0,2004,Summer,Athina,Shooting,
Anjali Ramakanta Vedpathak-Bhagwat,F,38.0,165.0,53.0,2008,Summer,Beijing,Shooting,
Anjali Ramakanta Vedpathak-Bhagwat,F,38.0,165.0,53.0,2008,Summer,Beijing,Shooting,
Devarajan Venkatesan,M,19.0,176.0,54.0,1992,Summer,Barcelona,Boxing,
Muniswamy Venu,M,26.0,173.0,60.0,1972,Summer,Munich,Boxing,
Subhash Verma,M,20.0,180.0,90.0,1988,Summer,Seoul,Wrestling,
Subhash Verma,M,24.0,180.0,90.0,1992,Summer,Barcelona,Wrestling,
Ronald Alfred Vernieux,M,21.0,171.63860830527497,67.75776754890678,1932,Summer,Los Angeles,Athletics,
Ronald Alfred Vernieux,M,21.0,171.63860830527497,67.75776754890678,1932,Summer,Los Angeles,Athletics,
Ronald Alfred Vernieux,M,21.0,171.63860830527497,67.75776754890678,1932,Summer,Los Angeles,Athletics,
"James Henry ""Jim"" Vickers",M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Athletics,
Jagadeesan Vishnuvardhan,M,24.0,188.0,84.0,2012,Summer,London,Tennis,
Jagadeesan Vishnuvardhan,M,24.0,188.0,84.0,2012,Summer,London,Tennis,
Sunil Sowmarpet Vitalacharya,M,23.0,176.0,68.0,2012,Summer,London,Hockey,
Sunil Sowmarpet Vitalacharya,M,27.0,176.0,68.0,2016,Summer,Rio de Janeiro,Hockey,
Devindar Sunil Walmiki,M,24.0,178.0,69.0,2016,Summer,Rio de Janeiro,Hockey,
Oscar Alfred Ward,M,24.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Boxing,
U Zaw Weik,M,25.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Weightlifting,
Stanley Eric Kenneth Whiteside,M,31.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Athletics,
Stanley Eric Kenneth Whiteside,M,31.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Athletics,
William Xalco,M,20.0,167.0,60.0,2004,Summer,Athina,Hockey,
Sebastian Xavier,M,26.0,171.63860830527497,67.75776754890678,1996,Summer,Atlanta,Swimming,
Dharmendra Yadav,M,19.0,162.0,51.0,1992,Summer,Barcelona,Boxing,
Narsingh Pancham Yadav,M,22.0,167.0,74.0,2012,Summer,London,Wrestling,
Renuka Yadav,F,22.0,159.0,53.0,2016,Summer,Rio de Janeiro,Hockey,
Vikas Krishan Yadav,M,20.0,177.0,69.0,2012,Summer,London,Boxing,
Vikas Krishan Yadav,M,24.0,177.0,69.0,2016,Summer,Rio de Janeiro,Boxing,
Mohammad Anas Yahiya,M,21.0,177.0,69.0,2016,Summer,Rio de Janeiro,Athletics,
Mohammad Anas Yahiya,M,21.0,177.0,69.0,2016,Summer,Rio de Janeiro,Athletics,
"Thyadathuvilla Chandrapillai ""T. C."" Yohannan",M,29.0,174.0,62.0,1976,Summer,Montreal,Athletics,
Sayed Muhammad Yusuf,M,25.547694753577108,171.63860830527497,67.75776754890678,1928,Summer,Amsterdam,Hockey,Gold
Geeta Zutshi,F,23.0,167.0,51.0,1980,Summer,Moskva,Athletics,
Geeta Zutshi,F,27.0,167.0,51.0,1984,Summer,Los Angeles,Athletics,
